county,stname,ctyname,variable,value,year.label
023,Maryland,Garrett County,deaths2016,354,2016
025,Maryland,Harford County,deaths2016,2083,2016
027,Maryland,Howard County,deaths2016,1628,2016
029,Maryland,Kent County,deaths2016,274,2016
031,Maryland,Montgomery County,deaths2016,5642,2016
033,Maryland,Prince George's County,deaths2016,5822,2016
035,Maryland,Queen Anne's County,deaths2016,415,2016
037,Maryland,St. Mary's County,deaths2016,786,2016
039,Maryland,Somerset County,deaths2016,246,2016
041,Maryland,Talbot County,deaths2016,421,2016
043,Maryland,Washington County,deaths2016,1467,2016
045,Maryland,Wicomico County,deaths2016,1000,2016
047,Maryland,Worcester County,deaths2016,642,2016
510,Maryland,Baltimore city,deaths2016,6483,2016
000,Maryland,Maryland,deaths2017,50555,2017
001,Maryland,Allegany County,deaths2017,898,2017
003,Maryland,Anne Arundel County,deaths2017,4508,2017
005,Maryland,Baltimore County,deaths2017,8574,2017
009,Maryland,Calvert County,deaths2017,758,2017
011,Maryland,Caroline County,deaths2017,332,2017
013,Maryland,Carroll County,deaths2017,1587,2017
015,Maryland,Cecil County,deaths2017,945,2017
017,Maryland,Charles County,deaths2017,1166,2017
019,Maryland,Dorchester County,deaths2017,394,2017
021,Maryland,Frederick County,deaths2017,1909,2017
023,Maryland,Garrett County,deaths2017,335,2017
025,Maryland,Harford County,deaths2017,2196,2017
027,Maryland,Howard County,deaths2017,1712,2017
029,Maryland,Kent County,deaths2017,253,2017
031,Maryland,Montgomery County,deaths2017,6154,2017
033,Maryland,Prince George's County,deaths2017,6820,2017
035,Maryland,Queen Anne's County,deaths2017,394,2017
037,Maryland,St. Mary's County,deaths2017,822,2017
039,Maryland,Somerset County,deaths2017,269,2017
041,Maryland,Talbot County,deaths2017,456,2017
043,Maryland,Washington County,deaths2017,1555,2017
045,Maryland,Wicomico County,deaths2017,1010,2017
047,Maryland,Worcester County,deaths2017,651,2017
510,Maryland,Baltimore city,deaths2017,6857,2017
000,Maryland,Maryland,deaths2018,51184,2018
001,Maryland,Allegany County,deaths2018,882,2018
003,Maryland,Anne Arundel County,deaths2018,4573,2018
005,Maryland,Baltimore County,deaths2018,8549,2018
009,Maryland,Calvert County,deaths2018,744,2018
011,Maryland,Caroline County,deaths2018,344,2018
013,Maryland,Carroll County,deaths2018,1553,2018
015,Maryland,Cecil County,deaths2018,1009,2018
017,Maryland,Charles County,deaths2018,1141,2018
019,Maryland,Dorchester County,deaths2018,393,2018
021,Maryland,Frederick County,deaths2018,1804,2018
023,Maryland,Garrett County,deaths2018,350,2018
025,Maryland,Harford County,deaths2018,2176,2018
027,Maryland,Howard County,deaths2018,1819,2018
029,Maryland,Kent County,deaths2018,296,2018
031,Maryland,Montgomery County,deaths2018,6344,2018
033,Maryland,Prince George's County,deaths2018,7002,2018
035,Maryland,Queen Anne's County,deaths2018,408,2018
037,Maryland,St. Mary's County,deaths2018,851,2018
039,Maryland,Somerset County,deaths2018,275,2018
041,Maryland,Talbot County,deaths2018,482,2018
043,Maryland,Washington County,deaths2018,1521,2018
045,Maryland,Wicomico County,deaths2018,1049,2018
047,Maryland,Worcester County,deaths2018,691,2018
510,Maryland,Baltimore city,deaths2018,6928,2018
000,Maryland,Maryland,naturalinc2010,7826,2010
001,Maryland,Allegany County,naturalinc2010,11,2010
003,Maryland,Anne Arundel County,naturalinc2010,919,2010
005,Maryland,Baltimore County,naturalinc2010,534,2010
009,Maryland,Calvert County,naturalinc2010,144,2010
011,Maryland,Caroline County,naturalinc2010,4,2010
013,Maryland,Carroll County,naturalinc2010,54,2010
015,Maryland,Cecil County,naturalinc2010,73,2010
017,Maryland,Charles County,naturalinc2010,253,2010
019,Maryland,Dorchester County,naturalinc2010,23,2010
021,Maryland,Frederick County,naturalinc2010,340,2010
023,Maryland,Garrett County,naturalinc2010,15,2010
025,Maryland,Harford County,naturalinc2010,215,2010
027,Maryland,Howard County,naturalinc2010,518,2010
029,Maryland,Kent County,naturalinc2010,-3,2010
031,Maryland,Montgomery County,naturalinc2010,1944,2010
033,Maryland,Prince George's County,naturalinc2010,1715,2010
035,Maryland,Queen Anne's County,naturalinc2010,-8,2010
037,Maryland,St. Mary's County,naturalinc2010,164,2010
039,Maryland,Somerset County,naturalinc2010,-31,2010
041,Maryland,Talbot County,naturalinc2010,20,2010
043,Maryland,Washington County,naturalinc2010,61,2010
045,Maryland,Wicomico County,naturalinc2010,175,2010
047,Maryland,Worcester County,naturalinc2010,-7,2010
510,Maryland,Baltimore city,naturalinc2010,693,2010
000,Maryland,Maryland,naturalinc2011,29868,2011
001,Maryland,Allegany County,naturalinc2011,-206,2011
003,Maryland,Anne Arundel County,naturalinc2011,3202,2011
005,Maryland,Baltimore County,naturalinc2011,2361,2011
009,Maryland,Calvert County,naturalinc2011,280,2011
011,Maryland,Caroline County,naturalinc2011,128,2011
013,Maryland,Carroll County,naturalinc2011,149,2011
015,Maryland,Cecil County,naturalinc2011,320,2011
017,Maryland,Charles County,naturalinc2011,895,2011
019,Maryland,Dorchester County,naturalinc2011,43,2011
021,Maryland,Frederick County,naturalinc2011,1345,2011
023,Maryland,Garrett County,naturalinc2011,-31,2011
025,Maryland,Harford County,naturalinc2011,936,2011
027,Maryland,Howard County,naturalinc2011,1896,2011
029,Maryland,Kent County,naturalinc2011,-74,2011
031,Maryland,Montgomery County,naturalinc2011,7524,2011
033,Maryland,Prince George's County,naturalinc2011,6977,2011
035,Maryland,Queen Anne's County,naturalinc2011,138,2011
037,Maryland,St. Mary's County,naturalinc2011,838,2011
039,Maryland,Somerset County,naturalinc2011,-44,2011
041,Maryland,Talbot County,naturalinc2011,-66,2011
043,Maryland,Washington County,naturalinc2011,331,2011
045,Maryland,Wicomico County,naturalinc2011,411,2011
047,Maryland,Worcester County,naturalinc2011,-164,2011
510,Maryland,Baltimore city,naturalinc2011,2679,2011
000,Maryland,Maryland,naturalinc2012,29259,2012
001,Maryland,Allegany County,naturalinc2012,-235,2012
003,Maryland,Anne Arundel County,naturalinc2012,3041,2012
005,Maryland,Baltimore County,naturalinc2012,2153,2012
009,Maryland,Calvert County,naturalinc2012,294,2012
011,Maryland,Caroline County,naturalinc2012,75,2012
013,Maryland,Carroll County,naturalinc2012,242,2012
015,Maryland,Cecil County,naturalinc2012,358,2012
017,Maryland,Charles County,naturalinc2012,1024,2012
019,Maryland,Dorchester County,naturalinc2012,-17,2012
021,Maryland,Frederick County,naturalinc2012,1149,2012
023,Maryland,Garrett County,naturalinc2012,-6,2012
025,Maryland,Harford County,naturalinc2012,766,2012
027,Maryland,Howard County,naturalinc2012,1921,2012
029,Maryland,Kent County,naturalinc2012,-46,2012
031,Maryland,Montgomery County,naturalinc2012,7369,2012
033,Maryland,Prince George's County,naturalinc2012,7035,2012
035,Maryland,Queen Anne's County,naturalinc2012,27,2012
037,Maryland,St. Mary's County,naturalinc2012,695,2012
039,Maryland,Somerset County,naturalinc2012,42,2012
041,Maryland,Talbot County,naturalinc2012,-97,2012
043,Maryland,Washington County,naturalinc2012,324,2012
045,Maryland,Wicomico County,naturalinc2012,339,2012
047,Maryland,Worcester County,naturalinc2012,-127,2012
510,Maryland,Baltimore city,naturalinc2012,2933,2012
000,Maryland,Maryland,naturalinc2013,26626,2013
001,Maryland,Allegany County,naturalinc2013,-220,2013
003,Maryland,Anne Arundel County,naturalinc2013,2792,2013
005,Maryland,Baltimore County,naturalinc2013,1695,2013
009,Maryland,Calvert County,naturalinc2013,308,2013
011,Maryland,Caroline County,naturalinc2013,51,2013
013,Maryland,Carroll County,naturalinc2013,95,2013
015,Maryland,Cecil County,naturalinc2013,193,2013
017,Maryland,Charles County,naturalinc2013,850,2013
019,Maryland,Dorchester County,naturalinc2013,26,2013
021,Maryland,Frederick County,naturalinc2013,990,2013
023,Maryland,Garrett County,naturalinc2013,0,2013
025,Maryland,Harford County,naturalinc2013,632,2013
027,Maryland,Howard County,naturalinc2013,1948,2013
029,Maryland,Kent County,naturalinc2013,-62,2013
031,Maryland,Montgomery County,naturalinc2013,7184,2013
033,Maryland,Prince George's County,naturalinc2013,6671,2013
035,Maryland,Queen Anne's County,naturalinc2013,27,2013
037,Maryland,St. Mary's County,naturalinc2013,627,2013
039,Maryland,Somerset County,naturalinc2013,31,2013
041,Maryland,Talbot County,naturalinc2013,-126,2013
043,Maryland,Washington County,naturalinc2013,209,2013
045,Maryland,Wicomico County,naturalinc2013,279,2013
047,Maryland,Worcester County,naturalinc2013,-174,2013
510,Maryland,Baltimore city,naturalinc2013,2600,2013
000,Maryland,Maryland,naturalinc2014,28021,2014
001,Maryland,Allegany County,naturalinc2014,-200,2014
003,Maryland,Anne Arundel County,naturalinc2014,2849,2014
005,Maryland,Baltimore County,naturalinc2014,2204,2014
009,Maryland,Calvert County,naturalinc2014,277,2014
011,Maryland,Caroline County,naturalinc2014,17,2014
013,Maryland,Carroll County,naturalinc2014,75,2014
015,Maryland,Cecil County,naturalinc2014,198,2014
017,Maryland,Charles County,naturalinc2014,874,2014
019,Maryland,Dorchester County,naturalinc2014,28,2014
021,Maryland,Frederick County,naturalinc2014,1199,2014
023,Maryland,Garrett County,naturalinc2014,-23,2014
025,Maryland,Harford County,naturalinc2014,733,2014
027,Maryland,Howard County,naturalinc2014,1912,2014
029,Maryland,Kent County,naturalinc2014,-100,2014
031,Maryland,Montgomery County,naturalinc2014,7560,2014
033,Maryland,Prince George's County,naturalinc2014,6828,2014
035,Maryland,Queen Anne's County,naturalinc2014,77,2014
037,Maryland,St. Mary's County,naturalinc2014,637,2014
039,Maryland,Somerset County,naturalinc2014,20,2014
041,Maryland,Talbot County,naturalinc2014,-91,2014
043,Maryland,Washington County,naturalinc2014,255,2014
045,Maryland,Wicomico County,naturalinc2014,267,2014
047,Maryland,Worcester County,naturalinc2014,-146,2014
510,Maryland,Baltimore city,naturalinc2014,2571,2014
000,Maryland,Maryland,naturalinc2015,26998,2015
001,Maryland,Allegany County,naturalinc2015,-329,2015
003,Maryland,Anne Arundel County,naturalinc2015,2771,2015
005,Maryland,Baltimore County,naturalinc2015,1943,2015
009,Maryland,Calvert County,naturalinc2015,219,2015
011,Maryland,Caroline County,naturalinc2015,69,2015
013,Maryland,Carroll County,naturalinc2015,119,2015
015,Maryland,Cecil County,naturalinc2015,108,2015
017,Maryland,Charles County,naturalinc2015,941,2015
019,Maryland,Dorchester County,naturalinc2015,-7,2015
021,Maryland,Frederick County,naturalinc2015,1013,2015
023,Maryland,Garrett County,naturalinc2015,1,2015
025,Maryland,Harford County,naturalinc2015,814,2015
027,Maryland,Howard County,naturalinc2015,2022,2015
029,Maryland,Kent County,naturalinc2015,-95,2015
031,Maryland,Montgomery County,naturalinc2015,7064,2015
033,Maryland,Prince George's County,naturalinc2015,6884,2015
035,Maryland,Queen Anne's County,naturalinc2015,21,2015
037,Maryland,St. Mary's County,naturalinc2015,735,2015
039,Maryland,Somerset County,naturalinc2015,-29,2015
041,Maryland,Talbot County,naturalinc2015,-141,2015
043,Maryland,Washington County,naturalinc2015,198,2015
045,Maryland,Wicomico County,naturalinc2015,281,2015
047,Maryland,Worcester County,naturalinc2015,-221,2015
510,Maryland,Baltimore city,naturalinc2015,2617,2015
000,Maryland,Maryland,naturalinc2016,26148,2016
001,Maryland,Allegany County,naturalinc2016,-265,2016
003,Maryland,Anne Arundel County,naturalinc2016,2812,2016
005,Maryland,Baltimore County,naturalinc2016,1670,2016
009,Maryland,Calvert County,naturalinc2016,258,2016
011,Maryland,Caroline County,naturalinc2016,55,2016
013,Maryland,Carroll County,naturalinc2016,205,2016
015,Maryland,Cecil County,naturalinc2016,181,2016
017,Maryland,Charles County,naturalinc2016,811,2016
019,Maryland,Dorchester County,naturalinc2016,-32,2016
021,Maryland,Frederick County,naturalinc2016,1042,2016
023,Maryland,Garrett County,naturalinc2016,-51,2016
025,Maryland,Harford County,naturalinc2016,630,2016
027,Maryland,Howard County,naturalinc2016,1947,2016
029,Maryland,Kent County,naturalinc2016,-120,2016
031,Maryland,Montgomery County,naturalinc2016,7482,2016
033,Maryland,Prince George's County,naturalinc2016,6521,2016
035,Maryland,Queen Anne's County,naturalinc2016,66,2016
037,Maryland,St. Mary's County,naturalinc2016,649,2016
039,Maryland,Somerset County,naturalinc2016,6,2016
041,Maryland,Talbot County,naturalinc2016,-93,2016
043,Maryland,Washington County,naturalinc2016,231,2016
045,Maryland,Wicomico County,naturalinc2016,239,2016
047,Maryland,Worcester County,naturalinc2016,-211,2016
510,Maryland,Baltimore city,naturalinc2016,2115,2016
000,Maryland,Maryland,naturalinc2017,21583,2017
001,Maryland,Allegany County,naturalinc2017,-264,2017
003,Maryland,Anne Arundel County,naturalinc2017,2475,2017
005,Maryland,Baltimore County,naturalinc2017,1201,2017
009,Maryland,Calvert County,naturalinc2017,167,2017
011,Maryland,Caroline County,naturalinc2017,39,2017
013,Maryland,Carroll County,naturalinc2017,71,2017
015,Maryland,Cecil County,naturalinc2017,207,2017
017,Maryland,Charles County,naturalinc2017,646,2017
019,Maryland,Dorchester County,naturalinc2017,-44,2017
021,Maryland,Frederick County,naturalinc2017,876,2017
023,Maryland,Garrett County,naturalinc2017,-44,2017
025,Maryland,Harford County,naturalinc2017,426,2017
027,Maryland,Howard County,naturalinc2017,1805,2017
029,Maryland,Kent County,naturalinc2017,-99,2017
031,Maryland,Montgomery County,naturalinc2017,6704,2017
033,Maryland,Prince George's County,naturalinc2017,5454,2017
035,Maryland,Queen Anne's County,naturalinc2017,110,2017
037,Maryland,St. Mary's County,naturalinc2017,550,2017
039,Maryland,Somerset County,naturalinc2017,-24,2017
041,Maryland,Talbot County,naturalinc2017,-110,2017
043,Maryland,Washington County,naturalinc2017,112,2017
045,Maryland,Wicomico County,naturalinc2017,268,2017
047,Maryland,Worcester County,naturalinc2017,-226,2017
510,Maryland,Baltimore city,naturalinc2017,1283,2017
000,Maryland,Maryland,naturalinc2018,19845,2018
001,Maryland,Allegany County,naturalinc2018,-268,2018
003,Maryland,Anne Arundel County,naturalinc2018,2280,2018
005,Maryland,Baltimore County,naturalinc2018,1030,2018
009,Maryland,Calvert County,naturalinc2018,153,2018
011,Maryland,Caroline County,naturalinc2018,45,2018
013,Maryland,Carroll County,naturalinc2018,102,2018
015,Maryland,Cecil County,naturalinc2018,97,2018
017,Maryland,Charles County,naturalinc2018,658,2018
019,Maryland,Dorchester County,naturalinc2018,-47,2018
021,Maryland,Frederick County,naturalinc2018,988,2018
023,Maryland,Garrett County,naturalinc2018,-73,2018
025,Maryland,Harford County,naturalinc2018,463,2018
027,Maryland,Howard County,naturalinc2018,1703,2018
029,Maryland,Kent County,naturalinc2018,-150,2018
031,Maryland,Montgomery County,naturalinc2018,6313,2018
033,Maryland,Prince George's County,naturalinc2018,5042,2018
035,Maryland,Queen Anne's County,naturalinc2018,97,2018
037,Maryland,St. Mary's County,naturalinc2018,514,2018
039,Maryland,Somerset County,naturalinc2018,-27,2018
041,Maryland,Talbot County,naturalinc2018,-147,2018
043,Maryland,Washington County,naturalinc2018,123,2018
045,Maryland,Wicomico County,naturalinc2018,198,2018
047,Maryland,Worcester County,naturalinc2018,-286,2018
510,Maryland,Baltimore city,naturalinc2018,1037,2018
000,Maryland,Maryland,internationalmig2010,6590,2010
001,Maryland,Allegany County,internationalmig2010,7,2010
003,Maryland,Anne Arundel County,internationalmig2010,344,2010
005,Maryland,Baltimore County,internationalmig2010,875,2010
009,Maryland,Calvert County,internationalmig2010,19,2010
011,Maryland,Caroline County,internationalmig2010,4,2010
013,Maryland,Carroll County,internationalmig2010,14,2010
015,Maryland,Cecil County,internationalmig2010,11,2010
017,Maryland,Charles County,internationalmig2010,79,2010
019,Maryland,Dorchester County,internationalmig2010,6,2010
021,Maryland,Frederick County,internationalmig2010,189,2010
023,Maryland,Garrett County,internationalmig2010,4,2010
025,Maryland,Harford County,internationalmig2010,116,2010
027,Maryland,Howard County,internationalmig2010,415,2010
029,Maryland,Kent County,internationalmig2010,5,2010
031,Maryland,Montgomery County,internationalmig2010,2169,2010
033,Maryland,Prince George's County,internationalmig2010,1542,2010
035,Maryland,Queen Anne's County,internationalmig2010,1,2010
037,Maryland,St. Mary's County,internationalmig2010,62,2010
039,Maryland,Somerset County,internationalmig2010,13,2010
041,Maryland,Talbot County,internationalmig2010,5,2010
043,Maryland,Washington County,internationalmig2010,50,2010
045,Maryland,Wicomico County,internationalmig2010,111,2010
047,Maryland,Worcester County,internationalmig2010,18,2010
510,Maryland,Baltimore city,internationalmig2010,531,2010
000,Maryland,Maryland,internationalmig2011,20726,2011
001,Maryland,Allegany County,internationalmig2011,49,2011
003,Maryland,Anne Arundel County,internationalmig2011,669,2011
005,Maryland,Baltimore County,internationalmig2011,2859,2011
009,Maryland,Calvert County,internationalmig2011,30,2011
011,Maryland,Caroline County,internationalmig2011,28,2011
013,Maryland,Carroll County,internationalmig2011,21,2011
015,Maryland,Cecil County,internationalmig2011,64,2011
017,Maryland,Charles County,internationalmig2011,160,2011
019,Maryland,Dorchester County,internationalmig2011,16,2011
021,Maryland,Frederick County,internationalmig2011,525,2011
023,Maryland,Garrett County,internationalmig2011,10,2011
025,Maryland,Harford County,internationalmig2011,231,2011
027,Maryland,Howard County,internationalmig2011,1214,2011
029,Maryland,Kent County,internationalmig2011,0,2011
031,Maryland,Montgomery County,internationalmig2011,7591,2011
033,Maryland,Prince George's County,internationalmig2011,4778,2011
035,Maryland,Queen Anne's County,internationalmig2011,-3,2011
037,Maryland,St. Mary's County,internationalmig2011,76,2011
039,Maryland,Somerset County,internationalmig2011,27,2011
041,Maryland,Talbot County,internationalmig2011,28,2011
043,Maryland,Washington County,internationalmig2011,158,2011
045,Maryland,Wicomico County,internationalmig2011,419,2011
047,Maryland,Worcester County,internationalmig2011,43,2011
510,Maryland,Baltimore city,internationalmig2011,1733,2011
000,Maryland,Maryland,internationalmig2012,25760,2012
001,Maryland,Allegany County,internationalmig2012,69,2012
003,Maryland,Anne Arundel County,internationalmig2012,1380,2012
005,Maryland,Baltimore County,internationalmig2012,3271,2012
009,Maryland,Calvert County,internationalmig2012,119,2012
011,Maryland,Caroline County,internationalmig2012,48,2012
013,Maryland,Carroll County,internationalmig2012,82,2012
015,Maryland,Cecil County,internationalmig2012,77,2012
017,Maryland,Charles County,internationalmig2012,226,2012
019,Maryland,Dorchester County,internationalmig2012,14,2012
021,Maryland,Frederick County,internationalmig2012,746,2012
023,Maryland,Garrett County,internationalmig2012,14,2012
025,Maryland,Harford County,internationalmig2012,342,2012
027,Maryland,Howard County,internationalmig2012,1496,2012
029,Maryland,Kent County,internationalmig2012,6,2012
031,Maryland,Montgomery County,internationalmig2012,9174,2012
033,Maryland,Prince George's County,internationalmig2012,5617,2012
035,Maryland,Queen Anne's County,internationalmig2012,21,2012
037,Maryland,St. Mary's County,internationalmig2012,300,2012
039,Maryland,Somerset County,internationalmig2012,35,2012
041,Maryland,Talbot County,internationalmig2012,25,2012
043,Maryland,Washington County,internationalmig2012,208,2012
045,Maryland,Wicomico County,internationalmig2012,410,2012
047,Maryland,Worcester County,internationalmig2012,25,2012
510,Maryland,Baltimore city,internationalmig2012,2055,2012
000,Maryland,Maryland,internationalmig2013,21406,2013
001,Maryland,Allegany County,internationalmig2013,63,2013
003,Maryland,Anne Arundel County,internationalmig2013,932,2013
005,Maryland,Baltimore County,internationalmig2013,2625,2013
009,Maryland,Calvert County,internationalmig2013,61,2013
011,Maryland,Caroline County,internationalmig2013,61,2013
013,Maryland,Carroll County,internationalmig2013,48,2013
015,Maryland,Cecil County,internationalmig2013,62,2013
017,Maryland,Charles County,internationalmig2013,158,2013
019,Maryland,Dorchester County,internationalmig2013,14,2013
021,Maryland,Frederick County,internationalmig2013,584,2013
023,Maryland,Garrett County,internationalmig2013,2,2013
025,Maryland,Harford County,internationalmig2013,215,2013
027,Maryland,Howard County,internationalmig2013,1259,2013
029,Maryland,Kent County,internationalmig2013,-5,2013
031,Maryland,Montgomery County,internationalmig2013,8096,2013
033,Maryland,Prince George's County,internationalmig2013,4674,2013
035,Maryland,Queen Anne's County,internationalmig2013,53,2013
037,Maryland,St. Mary's County,internationalmig2013,193,2013
039,Maryland,Somerset County,internationalmig2013,39,2013
041,Maryland,Talbot County,internationalmig2013,38,2013
043,Maryland,Washington County,internationalmig2013,196,2013
045,Maryland,Wicomico County,internationalmig2013,346,2013
047,Maryland,Worcester County,internationalmig2013,41,2013
510,Maryland,Baltimore city,internationalmig2013,1651,2013
000,Maryland,Maryland,internationalmig2014,23397,2014
001,Maryland,Allegany County,internationalmig2014,75,2014
003,Maryland,Anne Arundel County,internationalmig2014,1013,2014
005,Maryland,Baltimore County,internationalmig2014,2829,2014
009,Maryland,Calvert County,internationalmig2014,69,2014
011,Maryland,Caroline County,internationalmig2014,60,2014
013,Maryland,Carroll County,internationalmig2014,50,2014
015,Maryland,Cecil County,internationalmig2014,81,2014
017,Maryland,Charles County,internationalmig2014,175,2014
019,Maryland,Dorchester County,internationalmig2014,31,2014
021,Maryland,Frederick County,internationalmig2014,667,2014
023,Maryland,Garrett County,internationalmig2014,9,2014
025,Maryland,Harford County,internationalmig2014,247,2014
027,Maryland,Howard County,internationalmig2014,1472,2014
029,Maryland,Kent County,internationalmig2014,1,2014
031,Maryland,Montgomery County,internationalmig2014,8691,2014
033,Maryland,Prince George's County,internationalmig2014,5187,2014
035,Maryland,Queen Anne's County,internationalmig2014,59,2014
037,Maryland,St. Mary's County,internationalmig2014,143,2014
039,Maryland,Somerset County,internationalmig2014,40,2014
041,Maryland,Talbot County,internationalmig2014,1,2014
043,Maryland,Washington County,internationalmig2014,201,2014
045,Maryland,Wicomico County,internationalmig2014,317,2014
047,Maryland,Worcester County,internationalmig2014,34,2014
510,Maryland,Baltimore city,internationalmig2014,1945,2014
000,Maryland,Maryland,internationalmig2015,27566,2015
001,Maryland,Allegany County,internationalmig2015,83,2015
003,Maryland,Anne Arundel County,internationalmig2015,1379,2015
005,Maryland,Baltimore County,internationalmig2015,3190,2015
009,Maryland,Calvert County,internationalmig2015,83,2015
011,Maryland,Caroline County,internationalmig2015,65,2015
013,Maryland,Carroll County,internationalmig2015,71,2015
015,Maryland,Cecil County,internationalmig2015,107,2015
017,Maryland,Charles County,internationalmig2015,211,2015
019,Maryland,Dorchester County,internationalmig2015,55,2015
021,Maryland,Frederick County,internationalmig2015,806,2015
023,Maryland,Garrett County,internationalmig2015,8,2015
025,Maryland,Harford County,internationalmig2015,338,2015
027,Maryland,Howard County,internationalmig2015,1593,2015
029,Maryland,Kent County,internationalmig2015,17,2015
031,Maryland,Montgomery County,internationalmig2015,10086,2015
033,Maryland,Prince George's County,internationalmig2015,6303,2015
035,Maryland,Queen Anne's County,internationalmig2015,56,2015
037,Maryland,St. Mary's County,internationalmig2015,168,2015
039,Maryland,Somerset County,internationalmig2015,41,2015
041,Maryland,Talbot County,internationalmig2015,5,2015
043,Maryland,Washington County,internationalmig2015,236,2015
045,Maryland,Wicomico County,internationalmig2015,363,2015
047,Maryland,Worcester County,internationalmig2015,24,2015
510,Maryland,Baltimore city,internationalmig2015,2278,2015
000,Maryland,Maryland,internationalmig2016,21569,2016
001,Maryland,Allegany County,internationalmig2016,63,2016
003,Maryland,Anne Arundel County,internationalmig2016,857,2016
005,Maryland,Baltimore County,internationalmig2016,2481,2016
009,Maryland,Calvert County,internationalmig2016,49,2016
011,Maryland,Caroline County,internationalmig2016,55,2016
013,Maryland,Carroll County,internationalmig2016,49,2016
015,Maryland,Cecil County,internationalmig2016,80,2016
017,Maryland,Charles County,internationalmig2016,142,2016
019,Maryland,Dorchester County,internationalmig2016,53,2016
021,Maryland,Frederick County,internationalmig2016,630,2016
023,Maryland,Garrett County,internationalmig2016,5,2016
025,Maryland,Harford County,internationalmig2016,255,2016
027,Maryland,Howard County,internationalmig2016,1233,2016
029,Maryland,Kent County,internationalmig2016,10,2016
031,Maryland,Montgomery County,internationalmig2016,8048,2016
033,Maryland,Prince George's County,internationalmig2016,5080,2016
035,Maryland,Queen Anne's County,internationalmig2016,39,2016
037,Maryland,St. Mary's County,internationalmig2016,90,2016
039,Maryland,Somerset County,internationalmig2016,30,2016
041,Maryland,Talbot County,internationalmig2016,2,2016
043,Maryland,Washington County,internationalmig2016,198,2016
045,Maryland,Wicomico County,internationalmig2016,294,2016
047,Maryland,Worcester County,internationalmig2016,12,2016
510,Maryland,Baltimore city,internationalmig2016,1814,2016
000,Maryland,Maryland,internationalmig2017,22756,2017
001,Maryland,Allegany County,internationalmig2017,68,2017
003,Maryland,Anne Arundel County,internationalmig2017,690,2017
005,Maryland,Baltimore County,internationalmig2017,2654,2017
009,Maryland,Calvert County,internationalmig2017,46,2017
011,Maryland,Caroline County,internationalmig2017,57,2017
013,Maryland,Carroll County,internationalmig2017,52,2017
015,Maryland,Cecil County,internationalmig2017,82,2017
017,Maryland,Charles County,internationalmig2017,123,2017
019,Maryland,Dorchester County,internationalmig2017,53,2017
021,Maryland,Frederick County,internationalmig2017,657,2017
023,Maryland,Garrett County,internationalmig2017,7,2017
025,Maryland,Harford County,internationalmig2017,247,2017
027,Maryland,Howard County,internationalmig2017,1293,2017
029,Maryland,Kent County,internationalmig2017,4,2017
031,Maryland,Montgomery County,internationalmig2017,8686,2017
033,Maryland,Prince George's County,internationalmig2017,5425,2017
035,Maryland,Queen Anne's County,internationalmig2017,47,2017
037,Maryland,St. Mary's County,internationalmig2017,74,2017
039,Maryland,Somerset County,internationalmig2017,36,2017
041,Maryland,Talbot County,internationalmig2017,2,2017
043,Maryland,Washington County,internationalmig2017,203,2017
045,Maryland,Wicomico County,internationalmig2017,291,2017
047,Maryland,Worcester County,internationalmig2017,12,2017
510,Maryland,Baltimore city,internationalmig2017,1947,2017
000,Maryland,Maryland,internationalmig2018,22575,2018
001,Maryland,Allegany County,internationalmig2018,67,2018
003,Maryland,Anne Arundel County,internationalmig2018,526,2018
005,Maryland,Baltimore County,internationalmig2018,2614,2018
009,Maryland,Calvert County,internationalmig2018,29,2018
011,Maryland,Caroline County,internationalmig2018,60,2018
013,Maryland,Carroll County,internationalmig2018,52,2018
015,Maryland,Cecil County,internationalmig2018,97,2018
017,Maryland,Charles County,internationalmig2018,101,2018
019,Maryland,Dorchester County,internationalmig2018,75,2018
021,Maryland,Frederick County,internationalmig2018,663,2018
023,Maryland,Garrett County,internationalmig2018,7,2018
025,Maryland,Harford County,internationalmig2018,263,2018
027,Maryland,Howard County,internationalmig2018,1280,2018
029,Maryland,Kent County,internationalmig2018,5,2018
031,Maryland,Montgomery County,internationalmig2018,8689,2018
033,Maryland,Prince George's County,internationalmig2018,5404,2018
035,Maryland,Queen Anne's County,internationalmig2018,50,2018
037,Maryland,St. Mary's County,internationalmig2018,47,2018
039,Maryland,Somerset County,internationalmig2018,36,2018
041,Maryland,Talbot County,internationalmig2018,2,2018
043,Maryland,Washington County,internationalmig2018,215,2018
045,Maryland,Wicomico County,internationalmig2018,292,2018
047,Maryland,Worcester County,internationalmig2018,12,2018
510,Maryland,Baltimore city,internationalmig2018,1989,2018
000,Maryland,Maryland,domesticmig2010,841,2010
001,Maryland,Allegany County,domesticmig2010,-97,2010
003,Maryland,Anne Arundel County,domesticmig2010,401,2010
005,Maryland,Baltimore County,domesticmig2010,21,2010
009,Maryland,Calvert County,domesticmig2010,92,2010
011,Maryland,Caroline County,domesticmig2010,-34,2010
013,Maryland,Carroll County,domesticmig2010,12,2010
015,Maryland,Cecil County,domesticmig2010,-6,2010
017,Maryland,Charles County,domesticmig2010,258,2010
019,Maryland,Dorchester County,domesticmig2010,35,2010
021,Maryland,Frederick County,domesticmig2010,288,2010
023,Maryland,Garrett County,domesticmig2010,-13,2010
025,Maryland,Harford County,domesticmig2010,102,2010
027,Maryland,Howard County,domesticmig2010,569,2010
