county,stname,ctyname,variable,value,year.label
047,Maryland,Worcester County,rnaturalinc2013,-3.374381848,2013
510,Maryland,Baltimore city,rnaturalinc2013,4.1751306736,2013
000,Maryland,Maryland,rnaturalinc2014,4.7165980369,2014
001,Maryland,Allegany County,rnaturalinc2014,-2.729015576,2014
003,Maryland,Anne Arundel County,rnaturalinc2014,5.1097227316,2014
005,Maryland,Baltimore County,rnaturalinc2014,2.6759848571,2014
009,Maryland,Calvert County,rnaturalinc2014,3.0610609836,2014
011,Maryland,Caroline County,rnaturalinc2014,0.5216163972,2014
013,Maryland,Carroll County,rnaturalinc2014,0.4484090447,2014
015,Maryland,Cecil County,rnaturalinc2014,1.9403014327,2014
017,Maryland,Charles County,rnaturalinc2014,5.6934030786,2014
019,Maryland,Dorchester County,rnaturalinc2014,0.860823316,2014
021,Maryland,Frederick County,rnaturalinc2014,4.9488195476,2014
023,Maryland,Garrett County,rnaturalinc2014,-0.771643769,2014
025,Maryland,Harford County,rnaturalinc2014,2.9424633998,2014
027,Maryland,Howard County,rnaturalinc2014,6.2628873155,2014
029,Maryland,Kent County,rnaturalinc2014,-5.052674128,2014
031,Maryland,Montgomery County,rnaturalinc2014,7.4056622949,2014
033,Maryland,Prince George's County,rnaturalinc2014,7.6318642628,2014
035,Maryland,Queen Anne's County,rnaturalinc2014,1.5824085491,2014
037,Maryland,St. Mary's County,rnaturalinc2014,5.8132637324,2014
039,Maryland,Somerset County,rnaturalinc2014,0.776141413,2014
041,Maryland,Talbot County,rnaturalinc2014,-2.412929057,2014
043,Maryland,Washington County,rnaturalinc2014,1.711099331,2014
045,Maryland,Wicomico County,rnaturalinc2014,2.6407144765,2014
047,Maryland,Worcester County,rnaturalinc2014,-2.831597525,2014
510,Maryland,Baltimore city,rnaturalinc2014,4.1279255528,2014
000,Maryland,Maryland,rnaturalinc2015,4.5204297539,2015
001,Maryland,Allegany County,rnaturalinc2015,-4.523300497,2015
003,Maryland,Anne Arundel County,rnaturalinc2015,4.9341475597,2015
005,Maryland,Baltimore County,rnaturalinc2015,2.3516212329,2015
009,Maryland,Calvert County,rnaturalinc2015,2.419715711,2015
011,Maryland,Caroline County,rnaturalinc2015,2.1189693824,2015
013,Maryland,Carroll County,rnaturalinc2015,0.7116160861,2015
015,Maryland,Cecil County,rnaturalinc2015,1.0556204458,2015
017,Maryland,Charles County,rnaturalinc2015,6.0696950639,2015
019,Maryland,Dorchester County,rnaturalinc2015,-0.215719811,2015
021,Maryland,Frederick County,rnaturalinc2015,4.1471267944,2015
023,Maryland,Garrett County,rnaturalinc2015,0.0338501117,2015
025,Maryland,Harford County,rnaturalinc2015,3.2630547243,2015
027,Maryland,Howard County,rnaturalinc2015,6.5389596845,2015
029,Maryland,Kent County,rnaturalinc2015,-4.812075778,2015
031,Maryland,Montgomery County,rnaturalinc2015,6.8595477496,2015
033,Maryland,Prince George's County,rnaturalinc2015,7.6278698697,2015
035,Maryland,Queen Anne's County,rnaturalinc2015,0.4295181216,2015
037,Maryland,St. Mary's County,rnaturalinc2015,6.6548659746,2015
039,Maryland,Somerset County,rnaturalinc2015,-1.131464466,2015
041,Maryland,Talbot County,rnaturalinc2015,-3.762859773,2015
043,Maryland,Washington County,rnaturalinc2015,1.3280746941,2015
045,Maryland,Wicomico County,rnaturalinc2015,2.766183651,2015
047,Maryland,Worcester County,rnaturalinc2015,-4.291387128,2015
510,Maryland,Baltimore city,rnaturalinc2015,4.2029526666,2015
000,Maryland,Maryland,rnaturalinc2016,4.3611222001,2016
001,Maryland,Allegany County,rnaturalinc2016,-3.667388612,2016
003,Maryland,Anne Arundel County,rnaturalinc2016,4.9718564986,2016
005,Maryland,Baltimore County,rnaturalinc2016,2.0168022574,2016
009,Maryland,Calvert County,rnaturalinc2016,2.8430378631,2016
011,Maryland,Caroline County,rnaturalinc2016,1.6812630871,2016
013,Maryland,Carroll County,rnaturalinc2016,1.2266524654,2016
015,Maryland,Cecil County,rnaturalinc2016,1.7659828768,2016
017,Maryland,Charles County,rnaturalinc2016,5.1816450925,2016
019,Maryland,Dorchester County,rnaturalinc2016,-0.98971623,2016
021,Maryland,Frederick County,rnaturalinc2016,4.2328644143,2016
023,Maryland,Garrett County,rnaturalinc2016,-1.734516886,2016
025,Maryland,Harford County,rnaturalinc2016,2.5202520252,2016
027,Maryland,Howard County,rnaturalinc2016,6.2098528389,2016
029,Maryland,Kent County,rnaturalinc2016,-6.095238095,2016
031,Maryland,Montgomery County,rnaturalinc2016,7.2142120556,2016
033,Maryland,Prince George's County,rnaturalinc2016,7.1909205393,2016
035,Maryland,Queen Anne's County,rnaturalinc2016,1.3460459899,2016
037,Maryland,St. Mary's County,rnaturalinc2016,5.8296729455,2016
039,Maryland,Somerset County,rnaturalinc2016,0.2329147338,2016
041,Maryland,Talbot County,rnaturalinc2016,-2.495404967,2016
043,Maryland,Washington County,rnaturalinc2016,1.5462830635,2016
045,Maryland,Wicomico County,rnaturalinc2016,2.3438725875,2016
047,Maryland,Worcester County,rnaturalinc2016,-4.103102607,2016
510,Maryland,Baltimore city,rnaturalinc2016,3.4168040523,2016
000,Maryland,Maryland,rnaturalinc2017,3.5883205594,2017
001,Maryland,Allegany County,rnaturalinc2017,-3.680955933,2017
003,Maryland,Anne Arundel County,rnaturalinc2017,4.344937095,2017
005,Maryland,Baltimore County,rnaturalinc2017,1.4494161604,2017
009,Maryland,Calvert County,rnaturalinc2017,1.8312106276,2017
011,Maryland,Caroline County,rnaturalinc2017,1.1828217882,2017
013,Maryland,Carroll County,rnaturalinc2017,0.4242225077,2017
015,Maryland,Cecil County,rnaturalinc2017,2.0181339573,2017
017,Maryland,Charles County,rnaturalinc2017,4.0784501889,2017
019,Maryland,Dorchester County,rnaturalinc2017,-1.366332329,2017
021,Maryland,Frederick County,rnaturalinc2017,3.5167799784,2017
023,Maryland,Garrett County,rnaturalinc2017,-1.500886888,2017
025,Maryland,Harford County,rnaturalinc2017,1.6963629739,2017
027,Maryland,Howard County,rnaturalinc2017,5.6851020405,2017
029,Maryland,Kent County,rnaturalinc2017,-5.064068135,2017
031,Maryland,Montgomery County,rnaturalinc2017,6.4199524154,2017
033,Maryland,Prince George's County,rnaturalinc2017,6.0041612999,2017
035,Maryland,Queen Anne's County,rnaturalinc2017,2.2280511642,2017
037,Maryland,St. Mary's County,rnaturalinc2017,4.9084791747,2017
039,Maryland,Somerset County,rnaturalinc2017,-0.927536232,2017
041,Maryland,Talbot County,rnaturalinc2017,-2.967238984,2017
043,Maryland,Washington County,rnaturalinc2017,0.7467836628,2017
045,Maryland,Wicomico County,rnaturalinc2017,2.6210397117,2017
047,Maryland,Worcester County,rnaturalinc2017,-4.38830691,2017
510,Maryland,Baltimore city,rnaturalinc2017,2.0935146734,2017
000,Maryland,Maryland,rnaturalinc2018,3.2889696708,2018
001,Maryland,Allegany County,rnaturalinc2018,-3.765076109,2018
003,Maryland,Anne Arundel County,rnaturalinc2018,3.973430299,2018
005,Maryland,Baltimore County,rnaturalinc2018,1.2431851127,2018
009,Maryland,Calvert County,rnaturalinc2018,1.6687753588,2018
011,Maryland,Caroline County,rnaturalinc2018,1.3551767753,2018
013,Maryland,Carroll County,rnaturalinc2018,0.6070543284,2018
015,Maryland,Cecil County,rnaturalinc2018,0.9445031378,2018
017,Maryland,Charles County,rnaturalinc2018,4.100276052,2018
019,Maryland,Dorchester County,rnaturalinc2018,-1.465475578,2018
021,Maryland,Frederick County,rnaturalinc2018,3.9004593304,2018
023,Maryland,Garrett County,rnaturalinc2018,-2.498973025,2018
025,Maryland,Harford County,rnaturalinc2018,1.8305966638,2018
027,Maryland,Howard County,rnaturalinc2018,5.300589819,2018
029,Maryland,Kent County,rnaturalinc2018,-7.72797527,2018
031,Maryland,Montgomery County,rnaturalinc2018,6.0100599245,2018
033,Maryland,Prince George's County,rnaturalinc2018,5.5464221342,2018
035,Maryland,Queen Anne's County,rnaturalinc2018,1.9415921055,2018
037,Maryland,St. Mary's County,rnaturalinc2018,4.5673258485,2018
039,Maryland,Somerset County,rnaturalinc2018,-1.046755059,2018
041,Maryland,Talbot County,rnaturalinc2018,-3.973617343,2018
043,Maryland,Washington County,rnaturalinc2018,0.8166951071,2018
045,Maryland,Wicomico County,rnaturalinc2018,1.9264635772,2018
047,Maryland,Worcester County,rnaturalinc2018,-5.531914894,2018
510,Maryland,Baltimore city,rnaturalinc2018,1.7107468557,2018
000,Maryland,Maryland,rinternationalmig2011,3.5649559975,2011
001,Maryland,Allegany County,rinternationalmig2011,0.655395645,2011
003,Maryland,Anne Arundel County,rinternationalmig2011,1.2342934316,2011
005,Maryland,Baltimore County,rinternationalmig2011,3.5310311438,2011
009,Maryland,Calvert County,rinternationalmig2011,0.3365001739,2011
011,Maryland,Caroline County,rinternationalmig2011,0.8492440212,2011
013,Maryland,Carroll County,rinternationalmig2011,0.1256615933,2011
015,Maryland,Cecil County,rinternationalmig2011,0.6313878695,2011
017,Maryland,Charles County,rinternationalmig2011,1.0798480114,2011
019,Maryland,Dorchester County,rinternationalmig2011,0.489431342,2011
021,Maryland,Frederick County,rinternationalmig2011,2.2270911856,2011
023,Maryland,Garrett County,rinternationalmig2011,0.3317354741,2011
025,Maryland,Harford County,rinternationalmig2011,0.9391408284,2011
027,Maryland,Howard County,rinternationalmig2011,4.1703380413,2011
029,Maryland,Kent County,rinternationalmig2011,0,2011
031,Maryland,Montgomery County,rinternationalmig2011,7.7139605309,2011
033,Maryland,Prince George's County,rinternationalmig2011,5.4937663344,2011
035,Maryland,Queen Anne's County,rinternationalmig2011,-0.06245381,2011
037,Maryland,St. Mary's County,rinternationalmig2011,0.712544534,2011
039,Maryland,Somerset County,rinternationalmig2011,1.0243375002,2011
041,Maryland,Talbot County,rinternationalmig2011,0.7386401108,2011
043,Maryland,Washington County,rinternationalmig2011,1.065767285,2011
045,Maryland,Wicomico County,rinternationalmig2011,4.210589784,2011
047,Maryland,Worcester County,rinternationalmig2011,0.834935244,2011
510,Maryland,Baltimore city,rinternationalmig2011,2.7919033193,2011
000,Maryland,Maryland,rinternationalmig2012,4.3936315198,2012
001,Maryland,Allegany County,rinternationalmig2012,0.9293054452,2012
003,Maryland,Anne Arundel County,rinternationalmig2012,2.5204213487,2012
005,Maryland,Baltimore County,rinternationalmig2012,4.0114788879,2012
009,Maryland,Calvert County,rinternationalmig2012,1.3293638603,2012
011,Maryland,Caroline County,rinternationalmig2012,1.4652461919,2012
013,Maryland,Carroll County,rinternationalmig2012,0.4909429997,2012
015,Maryland,Cecil County,rinternationalmig2012,0.7574490689,2012
017,Maryland,Charles County,rinternationalmig2012,1.5074605959,2012
019,Maryland,Dorchester County,rinternationalmig2012,0.4296653214,2012
021,Maryland,Frederick County,rinternationalmig2012,3.1284991172,2012
023,Maryland,Garrett County,rinternationalmig2012,0.4657971786,2012
025,Maryland,Harford County,rinternationalmig2012,1.3810927594,2012
027,Maryland,Howard County,rinternationalmig2012,5.047301583,2012
029,Maryland,Kent County,rinternationalmig2012,0.2983812815,2012
031,Maryland,Montgomery County,rinternationalmig2012,9.1846312106,2012
033,Maryland,Prince George's County,rinternationalmig2012,6.3991378196,2012
035,Maryland,Queen Anne's County,rinternationalmig2012,0.4340412339,2012
037,Maryland,St. Mary's County,rinternationalmig2012,2.7731173999,2012
039,Maryland,Somerset County,rinternationalmig2012,1.3387648938,2012
041,Maryland,Talbot County,rinternationalmig2012,0.6585532901,2012
043,Maryland,Washington County,rinternationalmig2012,1.3969012968,2012
045,Maryland,Wicomico County,rinternationalmig2012,4.0875941517,2012
047,Maryland,Worcester County,rinternationalmig2012,0.4850554418,2012
510,Maryland,Baltimore city,rinternationalmig2012,3.3054129152,2012
000,Maryland,Maryland,rinternationalmig2013,3.624825329,2013
001,Maryland,Allegany County,rinternationalmig2013,0.8542257054,2013
003,Maryland,Anne Arundel County,rinternationalmig2013,1.6857351895,2013
005,Maryland,Baltimore County,rinternationalmig2013,3.2007101309,2013
009,Maryland,Calvert County,rinternationalmig2013,0.6772021559,2013
011,Maryland,Caroline County,rinternationalmig2013,1.8689298079,2013
013,Maryland,Carroll County,rinternationalmig2013,0.287226499,2013
015,Maryland,Cecil County,rinternationalmig2013,0.6089057375,2013
017,Maryland,Charles County,rinternationalmig2013,1.0418418181,2013
019,Maryland,Dorchester County,rinternationalmig2013,0.4305572641,2013
021,Maryland,Frederick County,rinternationalmig2013,2.4293552641,2013
023,Maryland,Garrett County,rinternationalmig2013,0.0667467628,2013
025,Maryland,Harford County,rinternationalmig2013,0.8644119586,2013
027,Maryland,Howard County,rinternationalmig2013,4.1772009104,2013
029,Maryland,Kent County,rinternationalmig2013,-0.251369966,2013
031,Maryland,Montgomery County,rinternationalmig2013,8.0082456442,2013
033,Maryland,Prince George's County,rinternationalmig2013,5.2754337363,2013
035,Maryland,Queen Anne's County,rinternationalmig2013,1.0924456354,2013
037,Maryland,St. Mary's County,rinternationalmig2013,1.7703742094,2013
039,Maryland,Somerset County,rinternationalmig2013,1.5001730969,2013
041,Maryland,Talbot County,rinternationalmig2013,1.001568245,2013
043,Maryland,Washington County,rinternationalmig2013,1.3153038285,2013
045,Maryland,Wicomico County,rinternationalmig2013,3.4358460026,2013
047,Maryland,Worcester County,rinternationalmig2013,0.7951129642,2013
510,Maryland,Baltimore city,rinternationalmig2013,2.6512079777,2013
000,Maryland,Maryland,rinternationalmig2014,3.9382693076,2014
001,Maryland,Allegany County,rinternationalmig2014,1.0233808409,2014
003,Maryland,Anne Arundel County,rinternationalmig2014,1.8168301605,2014
005,Maryland,Baltimore County,rinternationalmig2014,3.4348281129,2014
009,Maryland,Calvert County,rinternationalmig2014,0.7625025555,2014
011,Maryland,Caroline County,rinternationalmig2014,1.8409990488,2014
013,Maryland,Carroll County,rinternationalmig2014,0.2989393631,2014
015,Maryland,Cecil County,rinternationalmig2014,0.793759677,2014
017,Maryland,Charles County,rinternationalmig2014,1.139983454,2014
019,Maryland,Dorchester County,rinternationalmig2014,0.9530543856,2014
021,Maryland,Frederick County,rinternationalmig2014,2.7530130428,2014
023,Maryland,Garrett County,rinternationalmig2014,0.3019475618,2014
025,Maryland,Harford County,rinternationalmig2014,0.991525866,2014
027,Maryland,Howard County,rinternationalmig2014,4.8216370965,2014
029,Maryland,Kent County,rinternationalmig2014,0.0505267413,2014
031,Maryland,Montgomery County,rinternationalmig2014,8.5135728843,2014
033,Maryland,Prince George's County,rinternationalmig2014,5.7976684141,2014
035,Maryland,Queen Anne's County,rinternationalmig2014,1.2124948623,2014
037,Maryland,St. Mary's County,rinternationalmig2014,1.3050183889,2014
039,Maryland,Somerset County,rinternationalmig2014,1.5522828259,2014
041,Maryland,Talbot County,rinternationalmig2014,0.0265157039,2014
043,Maryland,Washington County,rinternationalmig2014,1.3487488844,2014
045,Maryland,Wicomico County,rinternationalmig2014,3.135230296,2014
047,Maryland,Worcester County,rinternationalmig2014,0.6594131223,2014
510,Maryland,Baltimore city,rinternationalmig2014,3.1228374952,2014
000,Maryland,Maryland,rinternationalmig2015,4.6155332468,2015
001,Maryland,Allegany County,rinternationalmig2015,1.1411365996,2015
003,Maryland,Anne Arundel County,rinternationalmig2015,2.4554996336,2015
005,Maryland,Baltimore County,rinternationalmig2015,3.8608706808,2015
009,Maryland,Calvert County,rinternationalmig2015,0.9170612055,2015
011,Maryland,Caroline County,rinternationalmig2015,1.9961305776,2015
013,Maryland,Carroll County,rinternationalmig2015,0.4245776648,2015
015,Maryland,Cecil County,rinternationalmig2015,1.0458461824,2015
017,Maryland,Charles County,rinternationalmig2015,1.3610049506,2015
019,Maryland,Dorchester County,rinternationalmig2015,1.6949413704,2015
021,Maryland,Frederick County,rinternationalmig2015,3.2996882491,2015
023,Maryland,Garrett County,rinternationalmig2015,0.2708008936,2015
025,Maryland,Harford County,rinternationalmig2015,1.3549293573,2015
027,Maryland,Howard County,rinternationalmig2015,5.1516136387,2015
029,Maryland,Kent County,rinternationalmig2015,0.861108297,2015
031,Maryland,Montgomery County,rinternationalmig2015,9.7940824748,2015
033,Maryland,Prince George's County,rinternationalmig2015,6.98408829,2015
035,Maryland,Queen Anne's County,rinternationalmig2015,1.1453816575,2015
037,Maryland,St. Mary's County,rinternationalmig2015,1.5211122228,2015
039,Maryland,Somerset County,rinternationalmig2015,1.5996566591,2015
041,Maryland,Talbot County,rinternationalmig2015,0.1334347437,2015
043,Maryland,Washington County,rinternationalmig2015,1.5829577162,2015
045,Maryland,Wicomico County,rinternationalmig2015,3.5733973854,2015
047,Maryland,Worcester County,rinternationalmig2015,0.4660329913,2015
510,Maryland,Baltimore city,rinternationalmig2015,3.6585121034,2015
000,Maryland,Maryland,rinternationalmig2016,3.5974087782,2016
001,Maryland,Allegany County,rinternationalmig2016,0.8718697454,2016
003,Maryland,Anne Arundel County,rinternationalmig2016,1.5152492956,2016
005,Maryland,Baltimore County,rinternationalmig2016,2.9962194015,2016
009,Maryland,Calvert County,rinternationalmig2016,0.5399568035,2016
011,Maryland,Caroline County,rinternationalmig2016,1.6812630871,2016
013,Maryland,Carroll County,rinternationalmig2016,0.2931998576,2016
015,Maryland,Cecil County,rinternationalmig2016,0.7805449179,2016
017,Maryland,Charles County,rinternationalmig2016,0.9072670815,2016
019,Maryland,Dorchester County,rinternationalmig2016,1.6392175056,2016
021,Maryland,Frederick County,rinternationalmig2016,2.5592174482,2016
023,Maryland,Garrett County,rinternationalmig2016,0.1700506751,2016
025,Maryland,Harford County,rinternationalmig2016,1.0201020102,2016
027,Maryland,Howard County,rinternationalmig2016,3.9325878533,2016
029,Maryland,Kent County,rinternationalmig2016,0.5079365079,2016
031,Maryland,Montgomery County,rinternationalmig2016,7.7599543736,2016
033,Maryland,Prince George's County,rinternationalmig2016,5.6018825854,2016
035,Maryland,Queen Anne's County,rinternationalmig2016,0.7953908122,2016
037,Maryland,St. Mary's County,rinternationalmig2016,0.808429222,2016
039,Maryland,Somerset County,rinternationalmig2016,1.164573669,2016
041,Maryland,Talbot County,rinternationalmig2016,0.0536646229,2016
043,Maryland,Washington County,rinternationalmig2016,1.325385483,2016
045,Maryland,Wicomico County,rinternationalmig2016,2.8832574925,2016
047,Maryland,Worcester County,rinternationalmig2016,0.233351807,2016
510,Maryland,Baltimore city,rinternationalmig2016,2.9305354851,2016
000,Maryland,Maryland,rinternationalmig2017,3.7833397883,2017
001,Maryland,Allegany County,rinternationalmig2017,0.9481250131,2017
003,Maryland,Anne Arundel County,rinternationalmig2017,1.2113157962,2017
005,Maryland,Baltimore County,rinternationalmig2017,3.202956278,2017
009,Maryland,Calvert County,rinternationalmig2017,0.5044053226,2017
011,Maryland,Caroline County,rinternationalmig2017,1.7287395366,2017
013,Maryland,Carroll County,rinternationalmig2017,0.3106981746,2017
015,Maryland,Cecil County,rinternationalmig2017,0.7994540314,2017
017,Maryland,Charles County,rinternationalmig2017,0.7765470174,2017
019,Maryland,Dorchester County,rinternationalmig2017,1.6458093966,2017
021,Maryland,Frederick County,rinternationalmig2017,2.6375849838,2017
023,Maryland,Garrett County,rinternationalmig2017,0.2387774594,2017
025,Maryland,Harford County,rinternationalmig2017,0.983571959,2017
027,Maryland,Howard County,rinternationalmig2017,4.0724858384,2017
029,Maryland,Kent County,rinternationalmig2017,0.2046088135,2017
031,Maryland,Montgomery County,rinternationalmig2017,8.3179753401,2017
033,Maryland,Prince George's County,rinternationalmig2017,5.9722359831,2017
035,Maryland,Queen Anne's County,rinternationalmig2017,0.9519854974,2017
037,Maryland,St. Mary's County,rinternationalmig2017,0.6604135617,2017
039,Maryland,Somerset County,rinternationalmig2017,1.3913043478,2017
041,Maryland,Talbot County,rinternationalmig2017,0.0539497997,2017
043,Maryland,Washington County,rinternationalmig2017,1.3535453888,2017
045,Maryland,Wicomico County,rinternationalmig2017,2.8459796869,2017
047,Maryland,Worcester County,rinternationalmig2017,0.2330074465,2017
510,Maryland,Baltimore city,rinternationalmig2017,3.1769860242,2017
000,Maryland,Maryland,rinternationalmig2018,3.741420525,2018
001,Maryland,Allegany County,rinternationalmig2018,0.9412690273,2018
003,Maryland,Anne Arundel County,rinternationalmig2018,0.9166773409,2018
005,Maryland,Baltimore County,rinternationalmig2018,3.1550348394,2018
009,Maryland,Calvert County,rinternationalmig2018,0.3163038262,2018
011,Maryland,Caroline County,rinternationalmig2018,1.806902367,2018
013,Maryland,Carroll County,rinternationalmig2018,0.3094786772,2018
015,Maryland,Cecil County,rinternationalmig2018,0.9445031378,2018
017,Maryland,Charles County,rinternationalmig2018,0.6293736797,2018
019,Maryland,Dorchester County,rinternationalmig2018,2.3385248585,2018
021,Maryland,Frederick County,rinternationalmig2018,2.617413498,2018
023,Maryland,Garrett County,rinternationalmig2018,0.2396275503,2018
025,Maryland,Harford County,rinternationalmig2018,1.0398421654,2018
027,Maryland,Howard County,rinternationalmig2018,3.984001743,2018
029,Maryland,Kent County,rinternationalmig2018,0.2575991757,2018
031,Maryland,Montgomery County,rinternationalmig2018,8.2720435108,2018
033,Maryland,Prince George's County,rinternationalmig2018,5.9446380828,2018
035,Maryland,Queen Anne's County,rinternationalmig2018,1.000820673,2018
037,Maryland,St. Mary's County,rinternationalmig2018,0.4176348539,2018
039,Maryland,Somerset County,rinternationalmig2018,1.3956734124,2018
041,Maryland,Talbot County,rinternationalmig2018,0.054062821,2018
043,Maryland,Washington County,rinternationalmig2018,1.4275564881,2018
045,Maryland,Wicomico County,rinternationalmig2018,2.8410472957,2018
047,Maryland,Worcester County,rinternationalmig2018,0.2321083172,2018
510,Maryland,Baltimore city,rinternationalmig2018,3.2812685592,2018
000,Maryland,Maryland,rdomesticmig2011,0.035776843,2011
001,Maryland,Allegany County,rdomesticmig2011,-3.236851961,2011
003,Maryland,Anne Arundel County,rdomesticmig2011,3.0239266582,2011
005,Maryland,Baltimore County,rdomesticmig2011,1.4005558997,2011
009,Maryland,Calvert County,rdomesticmig2011,0.2019001043,2011
011,Maryland,Caroline County,rdomesticmig2011,-9.887626818,2011
013,Maryland,Carroll County,rdomesticmig2011,-2.160182628,2011
015,Maryland,Cecil County,rdomesticmig2011,0.2170395801,2011
017,Maryland,Charles County,rdomesticmig2011,6.5465785691,2011
019,Maryland,Dorchester County,rdomesticmig2011,-1.529472944,2011
021,Maryland,Frederick County,rdomesticmig2011,5.0862520601,2011
023,Maryland,Garrett County,rdomesticmig2011,0.962032875,2011
025,Maryland,Harford County,rdomesticmig2011,1.3456952996,2011
027,Maryland,Howard County,rdomesticmig2011,6.3688688044,2011
029,Maryland,Kent County,rdomesticmig2011,5.2398724635,2011
031,Maryland,Montgomery County,rdomesticmig2011,0.5670385952,2011
033,Maryland,Prince George's County,rdomesticmig2011,-4.32556487,2011
035,Maryland,Queen Anne's County,rdomesticmig2011,6.661739755,2011
037,Maryland,St. Mary's County,rdomesticmig2011,8.1473842115,2011
039,Maryland,Somerset County,rdomesticmig2011,-7.397993057,2011
041,Maryland,Talbot County,rdomesticmig2011,2.9545604432,2011
043,Maryland,Washington County,rdomesticmig2011,3.6964586847,2011
045,Maryland,Wicomico County,rdomesticmig2011,2.5323833546,2011
047,Maryland,Worcester County,rdomesticmig2011,2.4271373371,2011
510,Maryland,Baltimore city,rdomesticmig2011,-7.961676979,2011
000,Maryland,Maryland,rdomesticmig2012,-1.078452333,2012
001,Maryland,Allegany County,rdomesticmig2012,-6.235774219,2012
003,Maryland,Anne Arundel County,rdomesticmig2012,2.2062818763,2012
005,Maryland,Baltimore County,rdomesticmig2012,-0.06745073,2012
009,Maryland,Calvert County,rdomesticmig2012,-0.111711249,2012
011,Maryland,Caroline County,rdomesticmig2012,-11.78302146,2012
013,Maryland,Carroll County,rdomesticmig2012,-1.850016914,2012
015,Maryland,Cecil County,rdomesticmig2012,-2.31169521,2012
017,Maryland,Charles County,rdomesticmig2012,1.61418347,2012
019,Maryland,Dorchester County,rdomesticmig2012,-6.721193242,2012
021,Maryland,Frederick County,rdomesticmig2012,2.2100791351,2012
023,Maryland,Garrett County,rdomesticmig2012,-6.354804365,2012
025,Maryland,Harford County,rdomesticmig2012,3.1215926988,2012
027,Maryland,Howard County,rdomesticmig2012,7.5034750806,2012
029,Maryland,Kent County,rdomesticmig2012,-11.88552105,2012
031,Maryland,Montgomery County,rdomesticmig2012,-2.425807873,2012
033,Maryland,Prince George's County,rdomesticmig2012,-4.983056582,2012
035,Maryland,Queen Anne's County,rdomesticmig2012,4.0923887769,2012
037,Maryland,St. Mary's County,rdomesticmig2012,2.4680744859,2012
039,Maryland,Somerset County,rdomesticmig2012,-11.55162851,2012
041,Maryland,Talbot County,rdomesticmig2012,3.1873979242,2012
043,Maryland,Washington County,rdomesticmig2012,-1.645388547,2012
045,Maryland,Wicomico County,rdomesticmig2012,-2.342889331,2012
047,Maryland,Worcester County,rdomesticmig2012,3.5700080519,2012
510,Maryland,Baltimore city,rdomesticmig2012,-3.829775256,2012
000,Maryland,Maryland,rdomesticmig2013,-1.848989431,2013
001,Maryland,Allegany County,rdomesticmig2013,-2.806741604,2013
003,Maryland,Anne Arundel County,rdomesticmig2013,2.586482104,2013
005,Maryland,Baltimore County,rdomesticmig2013,0.0231670448,2013
009,Maryland,Calvert County,rdomesticmig2013,4.052111261,2013
011,Maryland,Caroline County,rdomesticmig2013,-2.879990196,2013
013,Maryland,Carroll County,rdomesticmig2013,0.2034521035,2013
015,Maryland,Cecil County,rdomesticmig2013,-1.021390269,2013
017,Maryland,Charles County,rdomesticmig2013,6.5016204597,2013
019,Maryland,Dorchester County,rdomesticmig2013,1.5377045147,2013
021,Maryland,Frederick County,rdomesticmig2013,-0.22047231,2013
023,Maryland,Garrett County,rdomesticmig2013,0,2013
025,Maryland,Harford County,rdomesticmig2013,-1.990157765,2013
027,Maryland,Howard County,rdomesticmig2013,3.9814464595,2013
029,Maryland,Kent County,rdomesticmig2013,-4.574933387,2013
031,Maryland,Montgomery County,rdomesticmig2013,-4.990316116,2013
033,Maryland,Prince George's County,rdomesticmig2013,-3.369099209,2013
035,Maryland,Queen Anne's County,rdomesticmig2013,-1.051221272,2013
037,Maryland,St. Mary's County,rdomesticmig2013,-3.595785959,2013
039,Maryland,Somerset County,rdomesticmig2013,-5.616032619,2013
041,Maryland,Talbot County,rdomesticmig2013,0.2372135317,2013
043,Maryland,Washington County,rdomesticmig2013,-2.979565816,2013
045,Maryland,Wicomico County,rdomesticmig2013,-3.227311997,2013
047,Maryland,Worcester County,rdomesticmig2013,2.1526229031,2013
510,Maryland,Baltimore city,rdomesticmig2013,-7.532899227,2013
000,Maryland,Maryland,rdomesticmig2014,-2.778014132,2014
001,Maryland,Allegany County,rdomesticmig2014,-5.9219638,2014
003,Maryland,Anne Arundel County,rdomesticmig2014,0.8357777441,2014
005,Maryland,Baltimore County,rdomesticmig2014,-2.632275486,2014
009,Maryland,Calvert County,rdomesticmig2014,-2.718487372,2014
011,Maryland,Caroline County,rdomesticmig2014,-5.829830321,2014
013,Maryland,Carroll County,rdomesticmig2014,0.0358727236,2014
015,Maryland,Cecil County,rdomesticmig2014,0.4507771005,2014
017,Maryland,Charles County,rdomesticmig2014,4.5338770512,2014
019,Maryland,Dorchester County,rdomesticmig2014,-3.689242783,2014
021,Maryland,Frederick County,rdomesticmig2014,1.8367178471,2014
023,Maryland,Garrett County,rdomesticmig2014,-10.16556791,2014
025,Maryland,Harford County,rdomesticmig2014,-2.095451425,2014
027,Maryland,Howard County,rdomesticmig2014,0.1310227472,2014
029,Maryland,Kent County,rdomesticmig2014,3.0821312179,2014
031,Maryland,Montgomery County,rdomesticmig2014,-6.620035157,2014
033,Maryland,Prince George's County,rdomesticmig2014,-3.148646987,2014
035,Maryland,Queen Anne's County,rdomesticmig2014,2.8565556926,2014
037,Maryland,St. Mary's County,rdomesticmig2014,-0.629694188,2014
